sale_id;date;time;store_id;store_type;zone;surface;open_to_clients_hours;open_days;foot_traffic_by_hour;employee_id;monthly_salary;hire_date;job_role;average_day_time_backoffice;average_day_time_frontoffice;customer_id;genre;age;has_loyalty_card;loyalty_points_used;loyalty_points_earned;product_id;price_sold;base_price;brand;category;model;size;color;is_best_seller
V3046218399;2024-01-30;13:59;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0239;F;38;False;0;0;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V3483080853;2024-01-20;15:01;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0106;M;36;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8775491499;2024-01-12;11:45;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0095;M;45;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3812859991;2024-01-29;12:36;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0266;M;25;True;40;5;P030;49,97;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4944936994;2024-01-31;12:33;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0051;F;50;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6082601607;2024-01-10;16:38;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0125;F;42;True;0;13;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V6082601607;2024-01-10;16:38;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0125;F;42;True;0;13;G035;30,0;30,0;Lunettes;Lunettes;Lunettes;XS;None;False
V6082601607;2024-01-10;16:38;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0125;F;42;True;0;13;G035;10,0;10,0;Bonnet;Bonnet;Bonnet;XS;None;False
V6082601607;2024-01-10;16:38;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0125;F;42;True;0;13;G035;20,0;20,0;Lunettes;Lunettes;Lunettes;M;None;False
V2645335307;2024-01-27;16:08;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0043;F;60;True;0;15;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V2645335307;2024-01-27;16:08;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0043;F;60;True;0;15;G010;30,0;30,0;Tee-short;Tee-short;Tee-short;S;None;False
V1473620454;2024-01-16;16:09;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0105;M;37;True;0;13;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V1473620454;2024-01-16;16:09;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0105;M;37;True;0;13;G035;10,0;10,0;Lacets;Lacets;Lacets;L;None;False
V1747699549;2024-01-20;09:36;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0021;F;46;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1747699549;2024-01-20;09:36;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0021;F;46;True;0;5;G030;30,0;30,0;Lunettes;Lunettes;Lunettes;XS;None;False
V7609889584;2024-01-27;10:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0042;F;46;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6278249994;2024-01-29;14:52;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0224;F;45;True;0;14;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V6278249994;2024-01-29;14:52;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0224;F;45;True;0;14;G040;10,0;10,0;Lacets;Lacets;Lacets;XL;None;False
V1125689467;2024-01-01;16:32;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0036;M;36;True;0;15;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V3290521769;2024-01-04;16:54;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0157;M;43;True;0;16;P034;166,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V8286110653;2024-01-15;12:54;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0243;F;49;True;0;13;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V3863222137;2024-01-27;09:17;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0265;F;39;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3250066421;2024-01-22;14:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0100;F;39;True;0;15;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V1106498335;2024-01-27;15:10;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0266;M;25;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1106498335;2024-01-27;15:10;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0266;M;25;True;0;5;G030;30,0;30,0;Tee-short;Tee-short;Tee-short;XL;None;False
V4522547975;2024-01-06;17:50;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0029;M;46;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4642331593;2024-01-31;14:02;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0178;F;36;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5618243132;2024-01-20;14:30;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0245;M;30;False;0;0;P035;128,67999999999998;135,45;New Balance;Basketball;Zoom;37;Pink;False
V6730036213;2024-01-22;09:52;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0163;F;43;True;20;13;P010;135,02;152,25;New Balance;Running;Flex;42;Red Blood;False
V6403053192;2024-01-06;13:44;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0066;M;35;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1528174792;2024-01-17;12:59;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0127;M;28;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V2696484195;2024-01-24;13:54;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0134;M;49;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6059324093;2024-01-15;18:55;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0208;F;40;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8373641149;2024-01-07;13:27;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0154;M;45;True;0;10;P037;103,0;114,45;New Balance;Running;Elite;41;Premium Black;False
V6126124149;2024-01-05;13:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0222;M;49;True;40;14;P040;141,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V3955001650;2024-01-03;12:31;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0287;F;47;True;0;14;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V3955001650;2024-01-03;12:31;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0287;F;47;True;0;14;G040;10,0;10,0;Bonnet;Bonnet;Bonnet;XS;None;False
V6121607258;2024-01-03;10:04;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0136;M;52;True;0;15;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V4042694623;2024-01-05;15:25;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0209;M;36;False;0;0;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V9940449062;2024-01-06;17:53;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0081;M;34;False;0;0;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V6960777957;2024-01-22;13:49;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0275;M;33;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4423694531;2024-01-23;13:59;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0032;F;37;True;0;14;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V1014427898;2024-01-25;15:33;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0024;F;39;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1014427898;2024-01-25;15:33;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0024;F;39;True;0;5;G030;10,0;10,0;Echarpe;Echarpe;Echarpe;XS;None;False
V1195421345;2024-01-25;10:30;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0076;M;66;True;0;5;P030;49,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1195421345;2024-01-25;10:30;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0076;M;66;True;0;5;G030;10,0;10,0;Lunettes;Lunettes;Lunettes;M;None;False
V7627585585;2024-01-04;11:37;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0016;M;37;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V9597858914;2024-01-13;15:22;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0099;F;46;False;0;0;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V4872211242;2024-01-30;16:04;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0055;F;68;True;0;12;P031;129,41;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V6956065020;2024-01-15;11:58;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0161;M;34;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5289696194;2024-01-12;17:20;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0044;F;26;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7536689862;2024-01-15;18:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0032;F;37;True;0;16;P034;166,95;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V7536689862;2024-01-15;18:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0032;F;37;True;0;16;G034;30,0;30,0;Lunettes;Lunettes;Lunettes;S;None;False
V3387100227;2024-01-12;10:08;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0108;F;39;False;0;0;P030;55,49;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3387100227;2024-01-12;10:08;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0108;F;39;False;0;0;G030;20,0;20,0;Tee-short;Tee-short;Tee-short;XS;None;False
V3387100227;2024-01-12;10:08;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0108;F;39;False;0;0;G030;20,0;20,0;Lunettes;Lunettes;Lunettes;XL;None;False
V8711728065;2024-01-13;15:46;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0098;F;44;False;0;0;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V8711728065;2024-01-13;15:46;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0098;F;44;False;0;0;G040;30,0;30,0;Bonnet;Bonnet;Bonnet;L;None;False
V8711728065;2024-01-13;15:46;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0098;F;44;False;0;0;G040;20,0;20,0;Bonnet;Bonnet;Bonnet;XS;None;False
V3720260994;2024-01-18;18:22;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0138;M;36;True;0;15;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V7210633250;2024-01-24;12:36;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0044;F;26;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5401395267;2024-01-23;14:05;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0240;M;25;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5086436531;2024-01-23;16:08;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0275;M;33;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1237749072;2024-01-31;16:24;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0008;F;42;True;0;14;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V5643722303;2024-01-05;11:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0107;F;36;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5643722303;2024-01-05;11:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0107;F;36;True;0;5;G030;40,0;40,0;Lunettes;Lunettes;Lunettes;S;None;False
V2217848375;2024-01-23;11:55;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0091;M;30;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V2154218696;2024-01-18;18:18;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0128;M;47;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V9864879432;2024-01-13;15:05;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0051;F;50;True;0;15;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V9948112062;2024-01-09;15:04;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0018;M;36;True;0;14;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V8067047620;2024-01-04;13:55;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0168;M;35;True;0;11;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V9209042873;2024-01-04;13:48;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0062;M;52;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V8201033165;2024-01-25;17:16;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0067;M;26;True;0;10;P040;102,16999999999999;145,95;New Balance;Running;Air;43;Deep Purple;False
V1391352330;2024-01-31;14:21;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0267;M;50;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1391352330;2024-01-31;14:21;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0267;M;50;True;0;5;G030;30,0;30,0;Tee-short;Tee-short;Tee-short;XL;None;False
V1391352330;2024-01-31;14:21;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0267;M;50;True;0;5;G030;10,0;10,0;Lacets;Lacets;Lacets;L;None;False
V1391352330;2024-01-31;14:21;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0267;M;50;True;0;5;G030;40,0;40,0;Echarpe;Echarpe;Echarpe;S;None;False
V4863589015;2024-01-13;18:28;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0123;F;31;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V6805301872;2024-01-13;13:24;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0187;F;39;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1525642042;2024-01-10;10:30;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0042;F;46;True;0;5;P030;33,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1806528407;2024-01-31;18:45;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0012;M;38;False;0;0;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V1806528407;2024-01-31;18:45;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0012;M;38;False;0;0;G035;40,0;40,0;Lunettes;Lunettes;Lunettes;XS;None;False
V4394298383;2024-01-27;13:04;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0169;F;37;False;0;0;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V4381310299;2024-01-13;10:21;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0136;M;52;True;10;5;P030;58,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4381310299;2024-01-13;10:21;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0136;M;52;True;10;5;G030;20,0;20,0;Tee-short;Tee-short;Tee-short;XL;None;False
V5891087824;2024-01-08;15:32;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0159;M;33;True;0;11;P037;92,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V5841156956;2024-01-27;13:02;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0121;M;29;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7516159135;2024-01-20;14:01;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0157;M;43;True;0;11;P037;114,45;114,45;New Balance;Running;Elite;41;Premium Black;False
V1228144769;2024-01-06;17:58;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0004;2600;2006-01-09;Manager;0,21;0,79;C0100;F;39;True;0;13;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V8657579514;2024-01-19;11:41;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0269;F;37;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V7004209260;2024-01-11;17:24;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0130;F;37;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V1393369616;2024-01-04;12:32;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0197;F;29;True;0;15;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V5547784782;2024-01-04;09:10;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0148;M;36;False;0;0;P035;135,45;135,45;New Balance;Basketball;Zoom;37;Pink;False
V9086788924;2024-01-12;15:56;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0262;F;55;True;0;15;P010;136,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V5138291068;2024-01-16;18:10;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0282;M;48;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5138291068;2024-01-16;18:10;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0282;M;48;False;0;0;G030;40,0;40,0;Tee-short;Tee-short;Tee-short;S;None;False
V4289782420;2024-01-06;17:41;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0158;M;37;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V4300663661;2024-01-16;10:44;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0077;F;61;True;0;14;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V4300663661;2024-01-16;10:44;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0077;F;61;True;0;14;G040;20,0;20,0;Lunettes;Lunettes;Lunettes;S;None;False
V7192546606;2024-01-08;13:19;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0124;F;34;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V5098896879;2024-01-13;13:36;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0225;F;47;False;0;0;P040;145,95;145,95;New Balance;Running;Air;43;Deep Purple;False
V1794482694;2024-01-22;17:53;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0012;M;38;False;0;0;P031;106,58;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V3749472631;2024-01-12;10:38;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0159;M;33;True;0;15;P031;152,25;152,25;New Balance;Casual;Flex;42;Brown Bear;False
V3629044920;2024-01-16;14:52;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0195;F;26;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3629044920;2024-01-16;14:52;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0195;F;26;False;0;0;G030;40,0;40,0;Lunettes;Lunettes;Lunettes;L;None;False
V3386315180;2024-01-06;14:55;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0053;F;40;False;0;0;P010;88,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V4377092444;2024-01-29;13:27;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0003;2100;2020-09-04;Salesforce;0,13;0,87;C0060;F;25;True;0;16;P034;85,94999999999999;166,95;New Balance;Basketball;Zoom;39;Premium Black;False
V3878379100;2024-01-01;09:40;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0203;M;33;False;0;0;P010;152,25;152,25;New Balance;Running;Flex;42;Red Blood;False
V3878379100;2024-01-01;09:40;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0001;2000;2022-07-17;Salesforce;0,12;0,88;C0203;M;33;False;0;0;G010;40,0;40,0;Echarpe;Echarpe;Echarpe;XS;None;False
V7234033253;2024-01-01;14:11;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0005;2800;2017-07-01;Salesforce;0,05;0,95;C0180;F;30;True;0;5;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
V3112001738;2024-01-29;11:59;S01;Premium;Centre-ville;50;9h/18h;open 6/7;6;E0002;2900;2015-10-11;Salesforce;0,05;0,95;C0020;F;38;False;0;0;P030;59,75;59,75;New Balance;Casual;Elite;30;Sunny Yellow;True
